name,best_affinity,all_affinities
"4-(2-fluorophenyl)-3-propan-2-ylpiperidine-2,6-dio",-3.72,"[-3.72, -1.165, 0.0, 1.0, 1.808, 2.71, 3.055, 10.0, 16.0]"
"4-(2,6-dichlorophenyl)-2,6-dioxopiperidine-3,5-dic",-3.716,"[-3.716, -3.604, -2.731, -2.618, -2.344, 0.0, 1.0, 10.0, 16.0]"
"3-ethyl-4-(3-fluorophenyl)piperidine-2,6-dione",-3.716,"[-3.716, -1.887, -1.1, -0.604, 0.0, 0.127, 1.0, 10.0, 16.0]"
"4-(3-chloro-4-fluorophenyl)-3-ethylpiperidine-2,6-",-3.701,"[-3.701, -1.364, 0.0, 0.401, 1.0, 1.439, 4.105, 10.0, 16.0]"
"N-benzyl-3-(1,3-dioxoisoindol-2-yl)propanamide",-3.688,"[-3.688, -3.421, -3.174, -3.046, -2.848, 0.0, 1.0, 10.0, 16.0]"
"1-nitroso-3H-anthracene-2,9,10-trione",-3.685,"[-3.685, -3.652, -3.172, -2.012, -1.557, 0.0, 1.0, 10.0, 16.0]"
"3-(tert-butylamino)-N-(1-methyl-2,6-dioxopiperidin",-3.671,"[-3.671, -2.707, -2.489, -2.412, -2.238, 0.0, 1.0, 10.0, 16.0]"
N-butyl-2-[2-(4-fluorophenyl)propyl]-3-oxo-1H-isoi,-3.665,"[-3.665, -3.427, -3.137, -2.918, -2.657, 0.0, 1.0, 10.0, 16.0]"
"2-(tert-butylamino)naphthalene-1,4-dione",-3.661,"[-3.661, -3.451, -2.63, -2.433, -1.744, 0.0, 1.0, 10.0, 16.0]"
2-[(E)-2-(5-ethyl-6-methyl-2-oxo-1H-pyridin-3-yl)e,-3.661,"[-3.661, -3.406, -2.691, -2.203, -1.948, 0.0, 1.0, 10.0, 16.0]"
"2-[4-(2-methylphenyl)piperidin-1-yl]naphthalene-1,",-3.66,"[-3.66, 0.0, 1.0, 2.162, 4.259, 4.374, 4.994, 10.0, 16.0]"
"N-(2,6-dioxopiperidin-3-yl)-1-methyl-2-oxopyridine",-3.643,"[-3.643, -2.146, -1.964, -1.216, -0.621, 0.0, 1.0, 10.0, 16.0]"
"N-(2,6-dioxopiperidin-3-yl)-1-methyl-5-oxopyrrolid",-3.639,"[-3.639, -1.998, -1.669, -1.095, -1.067, 0.0, 1.0, 10.0, 16.0]"
1-methyl-3-[[1-(3-methylbut-2-enyl)piperidin-4-yl],-3.639,"[-3.639, -3.203, -3.036, -2.532, -2.241, 0.0, 1.0, 10.0, 16.0]"
3-(5-fluoro-2-methyl-4-propan-2-ylphenyl)piperidin,-3.639,"[-3.639, -3.464, -2.006, -0.507, 0.0, 0.711, 1.0, 10.0, 16.0]"
1-methyl-3-[[1-(3-methylbut-2-enyl)piperidin-4-yl],-3.633,"[-3.633, -3.241, -2.64, -2.5, -2.355, 0.0, 1.0, 10.0, 16.0]"
"N-[3-(tert-butylamino)-1,4-dioxonaphthalen-2-yl]ac",-3.614,"[-3.614, -2.334, 0.0, 1.0, 2.946, 3.506, 3.862, 10.0, 16.0]"
"4-(3-fluorophenyl)-3-propan-2-ylpiperidine-2,6-dio",-3.6,"[-3.6, -2.148, 0.0, 0.501, 1.0, 1.405, 3.854, 10.0, 16.0]"
"2-[(2-fluorophenyl)methyl]isoindole-1,3-dione",-3.586,"[-3.586, -3.483, -2.969, -2.599, -2.424, 0.0, 1.0, 10.0, 16.0]"
"2-(2-piperidin-1-ylethyl)isoindole-1,3-dione",-3.577,"[-3.577, -3.355, -3.06, -2.651, -2.521, 0.0, 1.0, 10.0, 16.0]"
"N-[3-(dimethylamino)-1,4-dioxonaphthalen-2-yl]acet",-3.57,"[-3.57, -2.911, -1.762, -1.755, -1.428, 0.0, 1.0, 10.0, 16.0]"
"3-(2-tert-butyl-3,6-difluorophenyl)-6-methylidenep",-3.569,"[-3.569, -3.286, -2.749, -0.692, 0.0, 0.59, 1.0, 10.0, 16.0]"
"3-[2,5-dioxo-3,4-bis[(Z)-prop-1-enyl]pyrrol-1-yl]p",-3.569,"[-3.569, -3.355, -1.545, -1.483, -1.477, 0.0, 1.0, 10.0, 16.0]"
"(3R)-N-(2-methylpropyl)-5-oxo-3,9b-dihydro-2H-[1,3",-3.56,"[-3.56, -3.531, -2.867, -2.264, 0.0, 1.0, 10.0, 16.0, 46.74]"
(1S)-2-(1-cyclohexylpiperidin-4-yl)-1-methyl-3-oxo,-3.544,"[-3.544, -0.523, -0.111, 0.0, 0.654, 1.0, 1.192, 10.0, 16.0]"
"(4S,10bR)-4-methyl-7-(trifluoromethyl)-2,3,4,10b-t",-3.539,"[-3.539, -1.025, 0.0, 1.0, 1.03, 1.881, 2.846, 10.0, 16.0]"
"3-(2-tert-butyl-3,6-difluorophenyl)piperidine-2,6-",-3.522,"[-3.522, -3.195, -2.657, -0.002, 0.0, 0.295, 1.0, 10.0, 16.0]"
"3-(4-tert-butyl-2,3,5,6-tetrafluorophenyl)piperidi",-3.499,"[-3.499, -0.713, -0.231, 0.0, 0.331, 1.0, 1.373, 10.0, 16.0]"
3-[4-ethenyl-3-[1-(iodoamino)ethenyl]-5-oxo-2H-pyr,-3.495,"[-3.495, -1.652, -1.533, -1.224, -0.403, 0.0, 1.0, 10.0, 16.0]"
"4-(2,3-difluorophenyl)-3-methylpiperidine-2,6-dion",-3.483,"[-3.483, -0.498, 0.0, 1.0, 1.253, 1.486, 9.322, 10.0, 16.0]"
"3-[(2S)-pyrrolidine-2-carbonyl]-1,2,4,5-tetrahydro",-3.441,"[-3.441, -2.887, -2.674, -2.666, -1.958, 0.0, 1.0, 10.0, 16.0]"
"2-(1-phenylpropan-2-yl)isoindole-1,3-dione",-3.44,"[-3.44, -3.315, -2.943, -2.822, -2.405, 0.0, 1.0, 10.0, 16.0]"
"4-(3,5-difluorophenyl)-3-ethylpiperidine-2,6-dione",-3.428,"[-3.428, -3.404, -0.726, 0.0, 0.029, 0.443, 1.0, 10.0, 16.0]"
"2-[5-(benzylamino)pentyl]isoindole-1,3-dione",-3.423,"[-3.423, -2.96, -2.372, -2.355, -1.893, 0.0, 1.0, 10.0, 16.0]"
"3-propyl-4-(2,4,5-trifluorophenyl)piperidine-2,6-d",-3.423,"[-3.423, 0.0, 1.0, 1.373, 3.328, 4.23, 5.401, 10.0, 16.0]"
"4-(4-chloro-2-fluorophenyl)piperidine-2,6-dione",-3.416,"[-3.416, -3.229, -3.178, -2.672, -1.893, 0.0, 1.0, 10.0, 16.0]"
2-piperidin-1-yl-3-(prop-2-enylamino)naphthalene-1,-3.415,"[-3.415, 0.0, 0.526, 1.0, 1.224, 1.488, 6.526, 10.0, 16.0]"
"4-(2-chloro-4-fluorophenyl)piperidine-2,6-dione",-3.414,"[-3.414, -1.952, -0.9, -0.87, -0.297, 0.0, 1.0, 10.0, 16.0]"
"2-(1,3-dioxoisoindol-2-yl)-N-(1-phenylethyl)propan",-3.404,"[-3.404, 0.0, 1.0, 3.058, 5.161, 5.366, 5.844, 10.0, 16.0]"
4-(4-chloro-3-fluorophenyl)-3-propan-2-ylpiperidin,-3.401,"[-3.401, 0.0, 1.0, 2.728, 5.407, 5.916, 6.259, 10.0, 16.0]"
(2S)-1-[(2R)-2-amino-3-phenylpropanoyl]-N-benzylpy,-3.401,"[-3.401, -3.286, -2.384, -2.376, -2.038, 0.0, 1.0, 10.0, 16.0]"
(1R)-2-(1-cyclohexylpiperidin-4-yl)-1-methyl-3-oxo,-3.391,"[-3.391, 0.0, 1.0, 3.497, 3.788, 4.692, 5.502, 10.0, 16.0]"
"2-[3-[(2S,6R)-2,6-dimethylpiperidin-1-yl]propyl]-3",-3.385,"[-3.385, -1.584, -0.929, -0.757, -0.524, 0.0, 1.0, 10.0, 16.0]"
"N-(2,6-dioxopiperidin-3-yl)-N-formyl-2,5-dimethylc",-3.381,"[-3.381, -3.33, -2.892, -2.258, -1.718, 0.0, 1.0, 10.0, 16.0]"
"N-(2,6-dioxopiperidin-3-yl)-4,6-dimethyl-2-oxo-1H-",-3.376,"[-3.376, -0.16, 0.0, 1.0, 3.999, 4.501, 4.526, 10.0, 16.0]"
"2-(tert-butylamino)-3-chloronaphthalene-1,4-dione",-3.374,"[-3.374, -3.036, -3.004, -2.6, -1.905, 0.0, 1.0, 10.0, 16.0]"
"3-[(3E,4E)-3,4-di(ethylidene)-2,5-dioxopyrrolidin-",-3.373,"[-3.373, -3.181, -1.334, -0.627, 0.0, 0.228, 1.0, 10.0, 16.0]"
"4-(2,5-difluorophenyl)-3-methylpiperidine-2,6-dion",-3.329,"[-3.329, -2.546, -1.953, 0.0, 1.0, 2.087, 2.168, 10.0, 16.0]"
"2-amino-3-(2-methylprop-1-enyl)naphthalene-1,4-dio",-3.327,"[-3.327, -2.991, -2.909, -2.803, -2.253, 0.0, 1.0, 10.0, 16.0]"
"2-(3-piperidin-1-ylpropylamino)naphthalene-1,4-dio",-3.327,"[-3.327, -3.003, -2.986, -2.583, -2.265, 0.0, 1.0, 10.0, 16.0]"
"[3-[(E)-dodec-1-enyl]-1,4-dioxonaphthalen-2-yl]imi",-3.326,"[-3.326, -2.633, -2.029, -1.876, -1.683, 0.0, 1.0, 10.0, 16.0]"
"(2Z)-N-(2,6-dioxopiperidin-3-yl)-2-(1-fluoroetheny",-3.29,"[-3.29, -3.138, -2.733, -2.355, -2.211, 0.0, 1.0, 10.0, 16.0]"
3-phenyl-N-(2-phenylacetyl)prop-2-ynamide,-3.289,"[-3.289, -2.138, -1.526, -1.173, -0.866, 0.0, 1.0, 10.0, 16.0]"
3-[4-tert-butyl-2-(trifluoromethyl)phenyl]piperidi,-3.257,"[-3.257, -2.871, -1.804, -0.442, 0.0, 0.153, 1.0, 10.0, 16.0]"
"4-[2-(1,3-dioxoisoindol-2-yl)propanoyl]piperazine-",-3.255,"[-3.255, -2.972, -1.426, -0.818, 0.0, 1.0, 1.199, 10.0, 16.0]"
"(3R)-3-(2-chloro-3-phenylphenyl)piperidine-2,6-dio",-3.254,"[-3.254, -2.903, -2.241, -0.874, -0.694, 0.0, 1.0, 10.0, 16.0]"
2-[5-[(2-fluorophenyl)methylamino]pentyl]isoindole,-3.252,"[-3.252, -3.032, -2.353, -1.575, -1.549, 0.0, 1.0, 10.0, 16.0]"
"4-(3,5-difluorophenyl)-3-propylpiperidine-2,6-dion",-3.249,"[-3.249, -0.821, -0.518, 0.0, 1.0, 1.048, 3.597, 10.0, 16.0]"
4-(3-chloro-5-fluorophenyl)-3-propan-2-ylpiperidin,-3.213,"[-3.213, -0.417, 0.0, 0.481, 1.0, 3.256, 10.0, 16.0]"
"3-(3-ethylidene-4-methylidene-2,5-dioxopyrrolidin-",-3.204,"[-3.204, -2.661, -1.583, -0.744, -0.414, 0.0, 1.0, 10.0, 16.0]"
"2-(butylamino)-3-phenylnaphthalene-1,4-dione",-3.194,"[-3.194, -2.553, -1.637, -1.02, 0.0, 1.0, 3.627, 10.0, 16.0]"
"N-[2-(cyclohexen-1-yl)ethyl]-2-(1,3-dioxoisoindol-",-3.163,"[-3.163, -1.9, -1.491, -1.447, -1.418, 0.0, 1.0, 10.0, 16.0]"
1-(3-chloropropyl)-4-[(2-fluorophenyl)methyl]piper,-3.156,"[-3.156, -3.128, -2.854, -2.779, -2.513, 0.0, 1.0, 10.0, 16.0]"
"ethyl 2-(3-amino-1,4-dioxonaphthalen-2-yl)sulfanyl",-3.144,"[-3.144, -3.069, -2.242, -1.727, -1.716, 0.0, 1.0, 10.0, 16.0]"
2-amino-3-(4-methyl-3-oxopent-1-ynyl)naphthalene-1,-3.142,"[-3.142, -1.938, -1.799, 0.0, 1.0, 10.0, 16.0]"
"2-(3-oxo-3-piperidin-1-ylpropyl)isoindole-1,3-dion",-3.14,"[-3.14, -2.78, -1.636, -1.142, -0.749, 0.0, 1.0, 10.0, 16.0]"
4-(4-chloro-3-fluorophenyl)-3-fluoropiperidin-2-on,-3.124,"[-3.124, -2.581, -2.333, -2.284, 0.0, 1.0, 10.0, 16.0, 25.89]"
N-(2-oxoazepan-3-yl)benzamide,-3.1,"[-3.1, -3.063, -3.058, -2.826, -2.437, 0.0, 1.0, 10.0, 16.0]"
"4-(5-chloro-2-fluorophenyl)piperidine-2,6-dione",-3.098,"[-3.098, -2.528, -1.587, -0.575, -0.053, 0.0, 1.0, 10.0, 16.0]"
2-[3-(5-ethyl-6-methyl-2-oxo-1H-pyridin-3-yl)propy,-3.083,"[-3.083, -1.991, 0.0, 1.0, 1.258, 1.342, 2.085, 10.0, 16.0]"
2-(2-methoxyethyl)-3-oxo-N-(2-phenylethyl)-1H-isoi,-3.067,"[-3.067, -2.46, -2.072, -1.933, -1.903, 0.0, 1.0, 10.0, 16.0]"
3-aminophenalen-1-one,-3.066,"[-3.066, -2.57, -2.419, -0.257, 0.0, 1.0, 3.313, 10.0, 16.0]"
3-oxo-N-(2-phenylethyl)-2-propan-2-yl-1H-isoindole,-3.062,"[-3.062, -2.394, -2.39, -0.879, -0.732, 0.0, 1.0, 10.0, 16.0]"
"4-(2,4-difluorophenyl)-3-methylpiperidine-2,6-dion",-3.057,"[-3.057, -0.759, 0.0, 1.0, 2.584, 2.724, 2.924, 10.0, 16.0]"
"2-(3-fluorophenyl)-2,2-bis(4-fluorophenyl)acetamid",-3.049,"[-3.049, -3.025, -3.008, -1.471, 0.0, 1.0, 1.324, 10.0, 16.0]"
"10b-phenyl-1,2,3,4-tetrahydropyrimido[2,1-a]isoind",-3.049,"[-3.049, -1.862, -1.494, -0.951, -0.214, 0.0, 1.0, 10.0, 16.0]"
"2-benzylisoindole-1,3-dione",-3.039,"[-3.039, -2.682, -2.466, -2.411, -2.327, 0.0, 1.0, 10.0, 16.0]"
"2-[1-(hydroxymethyl)-2,6-dioxopiperidin-3-yl]isoin",-3.03,"[-3.03, -1.927, -1.794, -1.307, 0.0, 0.339, 1.0, 10.0, 16.0]"
N-[[(2S)-1-[(3R)-3-amino-4-(2-fluorophenyl)butanoy,-2.998,"[-2.998, -0.546, -0.488, 0.0, 0.015, 0.062, 1.0, 10.0, 16.0]"
"4-(2-fluoro-5-methylphenyl)-3-methylpiperidine-2,6",-2.995,"[-2.995, -1.155, 0.0, 1.0, 1.935, 2.382, 4.05, 10.0, 16.0]"
"2-(cyclohexylmethylamino)naphthalene-1,4-dione",-2.986,"[-2.986, -2.648, -2.363, -2.246, -2.039, 0.0, 1.0, 10.0, 16.0]"
4-(2-chloro-6-fluorophenyl)-3-propan-2-ylpiperidin,-2.983,"[-2.983, 0.0, 1.0, 4.97, 5.9, 8.335, 8.776, 10.0, 16.0]"
"2,2-bis(3-fluorophenyl)-2-phenylacetamide",-2.972,"[-2.972, -2.946, -2.586, -1.626, -0.979, 0.0, 1.0, 10.0, 16.0]"
"2-(1,3-dioxoisoindol-2-yl)-N-(2-methyl-1-phenylpro",-2.947,"[-2.947, -1.297, -1.071, -0.804, -0.64, 0.0, 1.0, 10.0, 16.0]"
2-[1-(2-methylpropyl)piperidin-4-yl]-3-oxo-1H-isoi,-2.939,"[-2.939, -2.661, -2.516, -2.19, -0.844, 0.0, 1.0, 10.0, 16.0]"
"2-(1,3-dioxoisoindol-2-yl)-N-(2-methylcyclohexyl)p",-2.92,"[-2.92, -1.299, -1.047, -0.852, -0.638, 0.0, 1.0, 10.0, 16.0]"
"4-(2,5-difluorophenyl)-3-propan-2-ylpiperidine-2,6",-2.915,"[-2.915, -1.449, -0.979, 0.0, 1.0, 2.993, 3.564, 10.0, 16.0]"
"4-(5-chloro-2-fluorophenyl)-3-methylpiperidine-2,6",-2.91,"[-2.91, -0.867, 0.0, 1.0, 1.439, 1.829, 10.0, 16.0, 55.96]"
"2-[2-[benzyl(methyl)amino]ethyl]isoindole-1,3-dion",-2.902,"[-2.902, -2.716, -1.779, 0.0, 0.054, 0.411, 1.0, 10.0, 16.0]"
"2-amino-3-dodecylsulfanylnaphthalene-1,4-dione",-2.87,"[-2.87, -2.597, -2.297, -1.566, -1.35, 0.0, 1.0, 10.0, 16.0]"
"4-(4-chloro-2-fluorophenyl)-3-ethylpiperidine-2,6-",-2.849,"[-2.849, 0.0, 1.0, 3.05, 5.755, 5.797, 7.263, 10.0, 16.0]"
"4-methyl-1H-benzo[g]quinoline-2,5,10-trione",-2.848,"[-2.848, -2.827, -2.588, -1.878, -0.596, 0.0, 1.0, 10.0, 16.0]"
2-[2-(diethylamino)ethylamino]-3-(prop-2-enylamino,-2.845,"[-2.845, -2.65, -1.848, -1.445, -0.911, 0.0, 1.0, 10.0, 16.0]"
"2-(1,3-dioxoisoindol-2-yl)-N-(2-methylphenyl)aceta",-2.833,"[-2.833, -1.233, -1.01, -0.796, -0.644, 0.0, 1.0, 10.0, 16.0]"
"4-(3-chloro-5-fluorophenyl)-3-propylpiperidine-2,6",-2.821,"[-2.821, -2.521, -1.716, -0.915, 0.0, 0.191, 1.0, 10.0, 16.0]"
"4-(4-fluorophenyl)-3-propylpiperidine-2,6-dione",-2.82,"[-2.82, 0.0, 0.454, 0.812, 1.0, 5.596, 5.941, 10.0, 16.0]"
"2-[4-(4-phenylpiperazin-1-yl)butyl]isoindole-1,3-d",-2.809,"[-2.809, -2.498, -2.281, -1.616, 0.0, 0.483, 1.0, 10.0, 16.0]"
N-(5-methyl-3-oxocyclohexen-1-yl)-2-(trifluorometh,-2.796,"[-2.796, -2.754, -1.571, -0.678, -0.504, 0.0, 1.0, 10.0, 16.0]"
3-[7-[(2-fluorophenyl)methylsulfanyl]-3-oxo-1H-iso,-2.767,"[-2.767, -2.447, -2.403, -1.178, -0.393, 0.0, 1.0, 10.0, 16.0]"
2-amino-6-(5-fluoro-2-methylphenyl)cyclohex-2-ene-,-2.75,"[-2.75, -1.408, -1.013, -0.128, -0.049, 0.0, 1.0, 10.0, 16.0]"
"2-[2-[4-methyl-4-(2-methylpropyl)-2,5-dioxoimidazo",-2.746,"[-2.746, -2.266, -2.028, -1.051, -0.81, 0.0, 1.0, 10.0, 16.0]"
"2,2,2-tris(3-fluorophenyl)acetamide",-2.685,"[-2.685, -1.341, -1.021, -0.884, 0.0, 1.0, 10.0, 11.92, 16.0]"
"5,5-dimethyl-2,6-dioxo-4-phenylpiperidine-3-carbon",-2.676,"[-2.676, -1.778, -1.111, -0.54, -0.393, 0.0, 1.0, 10.0, 16.0]"
"2-phenyl-3-(propylamino)naphthalene-1,4-dione",-2.674,"[-2.674, -2.196, -1.916, -1.291, -0.927, 0.0, 1.0, 10.0, 16.0]"
2-[6-[(2-fluorophenyl)methylamino]hexyl]isoindole-,-2.643,"[-2.643, -2.297, -1.712, -1.611, -1.457, 0.0, 1.0, 10.0, 16.0]"
"2-[7-(benzylamino)heptyl]isoindole-1,3-dione",-2.613,"[-2.613, -2.335, -2.287, -0.69, -0.652, 0.0, 1.0, 10.0, 16.0]"
"2-benzoylisoindole-1,3-dione",-2.6,"[-2.6, -2.022, -1.102, -0.922, -0.134, 0.0, 1.0, 10.0, 16.0]"
"3-[(3E,4E)-3-ethylidene-2,5-dioxo-4-propylidenepyr",-2.593,"[-2.593, -0.855, -0.517, 0.0, 0.01, 0.1, 1.0, 10.0, 16.0]"
"3-(4-tert-butyl-3-fluorophenyl)piperidine-2,6-dion",-2.553,"[-2.553, -1.884, -0.917, -0.538, -0.15, 0.0, 1.0, 10.0, 16.0]"
"2-aminoanthracene-1,4-dione",-2.546,"[-2.546, -2.335, -2.095, -0.312, -0.034, 0.0, 1.0, 10.0, 16.0]"
"2-[1-(2,6-dimethylmorpholin-4-yl)-1-oxopropan-2-yl",-2.529,"[-2.529, -1.412, -0.831, -0.293, 0.0, 0.266, 1.0, 10.0, 16.0]"
"4-(2,3-difluorophenyl)-3-ethylpiperidine-2,6-dione",-2.496,"[-2.496, -1.379, 0.0, 1.0, 1.624, 3.719, 4.661, 10.0, 16.0]"
"2-(2,6-dioxopiperidin-3-yl)-4-methylisoindole-1,3-",-2.493,"[-2.493, -2.113, -1.801, -1.131, -0.355, 0.0, 1.0, 10.0, 16.0]"
"O-[2-(1,3-dioxoisoindol-2-yl)ethyl] N-cyclohexylca",-2.48,"[-2.48, -1.75, -1.633, -0.828, 0.0, 0.317, 1.0, 10.0, 16.0]"
"N-(2,5-dimethylphenyl)-2-(1,3-dioxoisoindol-2-yl)p",-2.431,"[-2.431, 0.0, 1.0, 1.106, 1.33, 1.967, 2.256, 10.0, 16.0]"
"4-(2-fluorophenyl)-3-propylpiperidine-2,6-dione",-2.431,"[-2.431, 0.0, 1.0, 2.38, 2.936, 4.189, 5.2, 10.0, 16.0]"
"2-azido-5-methylnaphthalene-1,4-dione",-2.382,"[-2.382, -2.218, -2.041, -1.667, -1.203, 0.0, 1.0, 10.0, 16.0]"
"4-(3-chloro-4-fluorophenyl)-3-propylpiperidine-2,6",-2.356,"[-2.356, 0.0, 1.0, 2.345, 3.482, 4.149, 5.67, 10.0, 16.0]"
"N-[3-(1,3-dioxoisoindol-2-yl)propyl]-2,2,5,5-tetra",-2.337,"[-2.337, -2.049, -1.811, -1.686, 0.0, 0.78, 1.0, 10.0, 16.0]"
4-(3-chloro-4-fluorophenyl)-3-propan-2-ylpiperidin,-2.327,"[-2.327, 0.0, 1.0, 2.872, 3.93, 5.605, 6.309, 10.0, 16.0]"
"2-[[(5,6-dimethyl-2-oxo-1H-pyridin-3-yl)amino]meth",-2.286,"[-2.286, -0.647, 0.0, 1.0, 1.013, 1.075, 1.521, 10.0, 16.0]"
3-oxo-2-(2-piperidin-1-ylethyl)-1H-isoindole-4-car,-2.257,"[-2.257, -1.626, -1.511, -0.882, -0.774, 0.0, 1.0, 10.0, 16.0]"
"4,4-diphenylpiperidine-2,6-dione",-2.237,"[-2.237, -2.146, 0.0, 1.0, 1.106, 1.617, 1.957, 10.0, 16.0]"
"3-acetyl-4-phenylpiperidine-2,6-dione",-2.231,"[-2.231, 0.0, 0.229, 0.419, 1.0, 2.358, 3.439, 10.0, 16.0]"
"2-(2,4-difluorophenyl)-2-[2-[di(propan-2-yl)amino]",-2.23,"[-2.23, -1.89, -1.462, -0.768, -0.102, 0.0, 1.0, 10.0, 16.0]"
3-[7-[(4-fluorophenyl)methylsulfanyl]-3-oxo-1H-iso,-2.218,"[-2.218, -1.765, -0.203, 0.0, 0.668, 0.839, 1.0, 10.0, 16.0]"
N-[2-(2-fluorophenyl)-2-methylpropyl]-1-propanoylp,-2.204,"[-2.204, -2.011, -1.859, -0.679, 0.0, 0.453, 1.0, 10.0, 16.0]"
2-[(5-ethyl-6-methyl-2-oxo-1H-pyridin-3-yl)methyl],-2.201,"[-2.201, -1.276, -0.102, 0.0, 0.335, 1.0, 1.193, 10.0, 16.0]"
"4-(2,3-difluorophenyl)-3-propylpiperidine-2,6-dion",-2.192,"[-2.192, 0.0, 1.0, 1.915, 3.735, 3.803, 5.005, 10.0, 16.0]"
2-[1-(cyclohexanecarbonyl)piperidin-4-yl]-3-oxo-1H,-2.191,"[-2.191, 0.0, 0.351, 1.0, 5.14, 5.5, 6.0, 10.0, 16.0]"
"(3S,4R)-3,4-diphenylpiperidin-2-one",-2.177,"[-2.177, -1.254, 0.0, 0.437, 0.824, 0.984, 1.0, 10.0, 16.0]"
"3,5-bis(2-chlorophenyl)piperidine-2,6-dione",-2.173,"[-2.173, 0.0, 0.054, 0.811, 1.0, 1.118, 1.802, 10.0, 16.0]"
"4-(2,6-difluorophenyl)-3-propan-2-ylpiperidine-2,6",-2.152,"[-2.152, 0.0, 1.0, 2.491, 4.093, 7.848, 8.795, 10.0, 16.0]"
"4-(3-fluorophenyl)-3-propylpiperidine-2,6-dione",-2.139,"[-2.139, -0.263, 0.0, 0.478, 0.552, 1.0, 1.8, 10.0, 16.0]"
"4-(2,6-difluorophenyl)-3-propylpiperidine-2,6-dion",-2.119,"[-2.119, 0.0, 1.0, 4.131, 5.49, 6.5, 8.412, 10.0, 16.0]"
2-(1-cyclohexylpiperidin-4-yl)-1-methyl-3-oxo-1H-i,-2.1,"[-2.1, 0.0, 0.798, 0.986, 1.0, 2.0, 2.415, 10.0, 16.0]"
"6-phenyl-1,3-thiazinane-2,4-dione",-2.054,"[-2.054, -0.109, 0.0, 1.0, 1.379, 3.199, 3.267, 10.0, 16.0]"
2-[2-[di(propan-2-yl)amino]ethyl]-2-(2-fluoropheny,-2.053,"[-2.053, -1.852, -1.727, -1.504, -0.863, 0.0, 1.0, 10.0, 16.0]"
2-nitrophenalen-1-one,-2.051,"[-2.051, -1.708, -1.646, -1.353, -0.08, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3-octadecylnaphthalene-1,4-dione",-2.042,"[-2.042, -1.531, -0.816, -0.766, -0.1, 0.0, 1.0, 10.0, 16.0]"
"2,2-diphenyl-6-piperidin-1-ylhexanamide",-2.04,"[-2.04, -1.353, -0.492, 0.0, 0.144, 0.572, 1.0, 10.0, 16.0]"
(3S)-3-[1-[(2-fluorophenyl)methyl]piperidin-4-yl]-,-2.019,"[-2.019, -0.715, -0.115, 0.0, 0.37, 0.906, 1.0, 10.0, 16.0]"
"[2-[(1-cyanocyclohexyl)amino]-2-oxoethyl] 2-(1,3-d",-1.997,"[-1.997, 0.0, 0.459, 0.824, 1.0, 1.841, 2.498, 10.0, 16.0]"
"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-",-1.99,"[-1.99, -0.488, 0.0, 0.59, 1.0, 10.0, 16.0, 24.35]"
"2-(hexadecylamino)naphthalene-1,4-dione",-1.982,"[-1.982, -1.567, -1.459, -1.446, -1.398, 0.0, 1.0, 10.0, 16.0]"
(3R)-3-[4-(3-fluoropiperidin-4-yl)phenyl]-3-methyl,-1.979,"[-1.979, -0.783, -0.005, 0.0, 0.542, 1.0, 1.245, 10.0, 16.0]"
4-(5-chloro-2-fluorophenyl)-3-propan-2-ylpiperidin,-1.966,"[-1.966, -0.838, 0.0, 1.0, 4.098, 6.042, 10.0, 16.0, 45.27]"
"(3S,4S)-3,4-diphenylpiperidin-2-one",-1.964,"[-1.964, -1.389, 0.0, 0.409, 0.576, 0.93, 1.0, 10.0, 16.0]"
"N-[1,4-dioxo-3-(pentan-3-ylamino)naphthalen-2-yl]a",-1.95,"[-1.95, -1.803, -1.28, -0.749, -0.642, 0.0, 1.0, 10.0, 16.0]"
2-[4-[3-(dimethylamino)propyl]piperazin-1-yl]-3-me,-1.95,"[-1.95, -1.427, -1.053, -0.086, 0.0, 0.125, 1.0, 10.0, 16.0]"
"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-",-1.948,"[-1.948, -0.452, -0.428, 0.0, 0.656, 1.0, 1.254, 10.0, 16.0]"
2-chloro-N-(2-chloro-2-phenylacetyl)-2-phenylaceta,-1.922,"[-1.922, -1.91, -1.905, -1.554, -1.2, 0.0, 1.0, 10.0, 16.0]"
"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-",-1.922,"[-1.922, -0.394, -0.38, 0.0, 0.655, 1.0, 2.104, 10.0, 16.0]"
4-(4-chloro-2-fluorophenyl)-3-propan-2-ylpiperidin,-1.897,"[-1.897, 0.0, 1.0, 5.962, 7.748, 8.39, 9.725, 10.0, 16.0]"
2-[1-[(3-methylphenyl)methyl]piperidin-4-yl]-3-oxo,-1.871,"[-1.871, -0.167, 0.0, 1.0, 1.123, 2.064, 2.305, 10.0, 16.0]"
3-oxo-2-(piperidin-4-ylmethyl)-1H-isoindole-4-carb,-1.851,"[-1.851, -1.634, -1.266, -0.998, -0.616, 0.0, 1.0, 10.0, 16.0]"
"4-(5-chloro-2-fluorophenyl)-3-ethylpiperidine-2,6-",-1.843,"[-1.843, 0.0, 0.674, 1.0, 2.692, 4.185, 4.534, 10.0, 16.0]"
